packet_id,doc_id,source_url,page_number,block_number,excerpt_id,citation_token,word_count,token_count,x0,y0,x1,y1,text
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,1,1,P001.B01,DOC008[P001.B01],9,21,244.27,114.02,458.33,148.47,"1 
Cite as: 574 U. S. ____ (2014) Per Curiam"
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,1,2,P001.B02,DOC008[P001.B02],100,152,156.23,156.85,458.91,410.19,"SUPREME COURT OF THE UNITED STATES TRACEY L. JOHNSON, ET AL . v. CITY OF SHELBY, MISSISSIPPI ON PETITION FOR WRIT OF CERTIORARI TO THE UNITED STATES COURT OF APPEALS FOR THE FIFTH CIRCUIT No. 13–1318. Decided November 10, 2014 P ER C URIAM . Plaintiffs below, petitioners here, worked as police officers for the city of Shelby, Mississippi. They allege that they were fired by the city’s board of aldermen, not for deficient performance, but because they brought to light criminal activities of one of the aldermen. Charging violations of their Fourteenth Amendment due process rights, they sought compensatory"
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,1,3,P001.B03,DOC008[P001.B03],31,43,156.23,156.85,458.91,410.19,"relief from the city. Summary judgment was entered against them in the District Court, and affirmed on appeal, for failure to in voke 42 U. S. C. §1983 in their complaint."
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,1,4,P001.B04,DOC008[P001.B04],101,148,156.23,410.2,458.88,634.95,"We summarily reverse. Federal pleading rules call for “a short and plain statement of the claim showing that the pleader is entitled to relief,” Fed. Rule Civ. Proc. 8(a)(2); they do not countenance dismissal of a complaint for imperfect statement of the legal theory supporting the claim asserted. See Advisory Committee Report of Octo ber 1955, reprinted in 12A C. Wright, A. Miller, M. Kane, R. Marcus, and A. Steinman, Federal Practice and Proce dure, p. 644 (2014 ed.) (Federal Rules of Civil Procedure “are designed to discourage battles over mere form of statement”); 5 C. Wright & A. Miller,"
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,1,5,P001.B05,DOC008[P001.B05],59,87,156.23,410.2,458.88,634.95,"§1215, p. 172 (3d ed. 2002) (Rule 8(a)(2) “indicates that a basic objective of the rules is to avoid civil cases turning on technicalities”). In particular, no heightened pleading rule requires plaintiffs seeking damages for violations of constitutional rights to invoke §1983 expressly in order to state a claim. See Leatherman v. Tarrant County Narcotics Intelligence and"
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,2,1,P002.B01,DOC008[P002.B01],6,14,156.24,113.78,376.91,124.58,"2 
JOHNSON  v.  CITY OF SHELBY"
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,2,2,P002.B02,DOC008[P002.B02],2,4,281.58,137.42,332.98,148.23,Per Curiam
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,2,3,P002.B03,DOC008[P002.B03],65,119,156.23,156.22,458.87,261.99,"Coordination Unit , 507 U. S. 163, 164 (1993) (a federal 
court may not apply a standard “more stringent than the
usual pleading requirements of Rule 8(a)” in “civil rights
cases alleging municipal liability”);  Swierkiewicz  v.  Sorema 
N. A. , 534 U. S. 506, 512 (2002) (imposing a “height- 
ened pleading standard in employment discrimination
cases conflicts with Federal Rule of Civil Procedure 
8(a)(2)”)."
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,2,4,P002.B04,DOC008[P002.B04],102,145,156.21,262.07,458.89,460.36,"The Fifth Circuit defended its requirement that com plaints expressly invoke §1983 as “not a mere pleading formality.” 743 F. 3d 59, 62 (2013) (internal quotation marks omitted). The requirement serves a notice function, the Fifth Circuit said, because “[c]ertain consequences flow from claims under §1983, such as the unavailability of respondeat superior liability, which bears on the quali fied immunity analysis.” Ibid. This statement displays some confusion in the Fifth Circuit’s perception of peti tioners’ suit. No “qualified immunity analysis” is impli cated here, as petitioners asserted a constitutional claim against the city only, not against any municipal officer."
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,2,5,P002.B05,DOC008[P002.B05],30,47,156.21,262.07,458.89,460.36,"See Owen v. Independence , 445 U. S. 622, 638 (1980) (a “municipality may not assert the good faith of its officers or agents as a defense to liability under §1983”)."
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,2,6,P002.B06,DOC008[P002.B06],98,142,156.21,460.44,458.81,632.33,"Our decisions in Bell Atlantic Corp. v. Twombly , 550 U. S. 544 (2007), and Ashcroft v. Iqbal , 556 U. S. 662 (2009), are not in point, for they concern the factual alle gations a complaint must contain to survive a motion to dismiss. A plaintiff, they instruct, must plead facts suffi cient to show that her claim has substantive plausibility. Petitioners’ complaint was not deficient in that regard. Petitioners stated simply, concisely, and directly events that, they alleged, entitled them to damages from the city. Having informed the city of the factual basis for their complaint, they were"
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,2,7,P002.B07,DOC008[P002.B07],29,38,156.21,460.44,458.81,632.33,"required to do no more to stave off threshold dismissal for want of an adequate statement of their claim. See Fed. Rules Civ. Proc. 8(a)(2) and (3),"
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,3,1,P003.B01,DOC008[P003.B01],9,21,244.27,113.78,458.33,148.16,"3 
Cite as: 574 U. S. ____ (2014) Per Curiam"
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,3,2,P003.B02,DOC008[P003.B02],101,162,156.24,156.22,458.85,301.65,"(d)(1), (e). For clarification and to ward off further insist
ence on a punctiliously stated “theory of the pleadings,” 
petitioners, on remand, should be accorded an opportunity 
to add to their complaint a citation to §1983. See 5 Wright
& Miller,  supra , §1219, at 277–278 (“The federal rules
effectively abolish the restrictive theory of the pleadings 
doctrine, making it clear that it is unnecessary to set out a 
legal theory for the plaintiff’s claim for relief.” (footnotes 
omitted)); Fed. Rules Civ. Proc. 15(a)(2) (“The court should
freely give leave [to amend a pleading] when justice so
requires.”)."
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,3,3,P003.B03,DOC008[P003.B03],38,58,156.24,307.73,458.84,387.04,"* 
* 
* 
For the reasons stated, the petition for certiorari is
granted, the judgment of the United States Court of Ap
peals for the Fifth Circuit is reversed, and the case is
remanded for further proceedings consistent with this 
opinion."
packet_4,DOC008,https://supreme.justia.com/cases/federal/us/574/13-1318/case.pdf,3,4,P003.B04,DOC008[P003.B04],4,5,377.76,387.11,458.8,400.3,It is so ordered.
