packet_id,doc_id,source_url,page_number,block_number,excerpt_id,citation_token,word_count,token_count,x0,y0,x1,y1,text
packet_1,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/11/28/22-15815.pdf,1,1,P001.B01,DOC003[P001.B01],21,36,54.0,70.49,329.43,183.2,"FOR PUBLICATION UNITED STATES COURT OF APPEALS FOR THE NINTH CIRCUIT BRANDON BRISKIN, on behalf of 
himself and those similarly situated,"
packet_1,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/11/28/22-15815.pdf,1,2,P001.B02,DOC003[P001.B02],9,30,253.08,152.28,340.0,256.76,"No.  22-15815  
D.C. No. 4:21-cv-
06269-PJH  
OPINION"
packet_1,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/11/28/22-15815.pdf,1,3,P001.B03,DOC003[P001.B03],37,78,54.0,196.44,309.36,422.0,"Plaintiff-Appellant ,  
  v.  
SHOPIFY, INC.; SHOPIFY (USA), 
INC.; SHOPIFY PAYMENTS (USA), 
INC., Defendants-Appellees . Appeal from the United States District Court for the Northern District of California 
Phyllis J. Hamilton, District Judge, Presiding Argued and Submitted August 16, 2023"
packet_1,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/11/28/22-15815.pdf,1,4,P001.B04,DOC003[P001.B04],24,43,70.32,419.64,328.56,532.4,"San Francisco, California Filed November 28, 2023 Before:  Consuelo M. Callahan, Bridget S. Bade, and 
Daniel A. Bress, Circuit Judges. Opinion by Judge Bress"
packet_1,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/11/28/22-15815.pdf,2,1,P002.B01,DOC003[P002.B01],8,16,54.0,35.0,251.25,48.42,"2 
B RISKIN V . S HOPIFY , I NC ."
packet_1,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/11/28/22-15815.pdf,2,2,P002.B02,DOC003[P002.B02],1,2,163.68,70.49,235.2,87.1,SUMMARY *
packet_1,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/11/28/22-15815.pdf,2,3,P002.B03,DOC003[P002.B03],69,92,54.0,113.33,345.0,287.48,"Specific Jurisdiction The panel affirmed the district court’s dismissal, due to 
lack of specific personal jurisdiction over the defendants, of 
a putative class action alleging that Shopify, Inc. violated 
various California privacy and unfair competition laws 
because it deliberately concealed its involvement in certain 
consumer transactions. Defendants offer a web-based payment processing 
platform to merchants nationwide.  When processing 
payments, defendants obtain the personal information of 
those merchants’ customers."
packet_1,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/11/28/22-15815.pdf,2,4,P002.B04,DOC003[P002.B04],75,92,54.0,291.12,345.0,403.88,"For specific jurisdiction to exist over Shopify, plaintiff’s 
claim must arise out of or relate to Shopify’s forum-related 
activities.  The panel held that there was no causal 
relationship between Shopify’s broader business contacts in 
California and plaintiff’s claims because these contacts did 
not cause plaintiff’s harm.  Nor did plaintiff’s claims “relate 
to” Shopify’s broader business activities in California 
outside of its extraction and retention of plaintiff’s data."
packet_1,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/11/28/22-15815.pdf,2,5,P002.B05,DOC003[P002.B05],66,83,53.99,407.52,345.0,540.9,"Because there was an insufficient relationship between 
plaintiff's claims and Shopify’s broader business contacts in 
California, the activities relevant to the specific jurisdiction 
analysis were those that caused plaintiff’s injuries: Shopify’s 
collection, retention, and use of consumer data obtained *  This summary constitutes no part of the opinion of the court.  It has 
been prepared by court staff for the convenience of the reader."
packet_1,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/11/28/22-15815.pdf,3,1,P003.B01,DOC003[P003.B01],101,122,54.0,35.0,345.0,327.44,"B RISKIN V . S HOPIFY , I NC . 3 from persons who made online purchases while in California. The panel held that Shopify, which provides nationwide web-based payment processing services to online merchants, did not expressly aim its conduct toward California. The panel held that plaintiff’s California connection—plaintiff resides in California and was physically located in California when he used Shopify’s e-commerce payment system—did not matter to the analysis of whether Shopify expressly aimed its activities toward California. When analyzing whether a court has personal jurisdiction over a web-based payment processor in a suit alleging the unlawful extraction,"
