packet_id,doc_id,source_url,page_number,block_number,excerpt_id,citation_token,word_count,token_count,x0,y0,x1,y1,text
packet_1,DOC005,https://cases.justia.com/federal/appellate-courts/ca9/15-56450/15-56450-2017-11-01.pdf?ts=1509555722,1,1,P001.B01,DOC005[P001.B01],11,19,69.96,52.49,329.43,115.24,FOR PUBLICATION UNITED STATES COURT OF APPEALS FOR THE NINTH CIRCUIT
packet_1,DOC005,https://cases.justia.com/federal/appellate-courts/ca9/15-56450/15-56450-2017-11-01.pdf?ts=1509555722,1,2,P001.B02,DOC005[P001.B02],19,36,59.04,148.08,228.45,205.64,"A XIOM  F OODS , I NC ., a California 
corporation; G ROWING  N ATURALS ,
LLC, an Arizona limited liability 
company,"
packet_1,DOC005,https://cases.justia.com/federal/appellate-courts/ca9/15-56450/15-56450-2017-11-01.pdf?ts=1509555722,1,3,P001.B03,DOC005[P001.B03],9,25,260.28,148.08,334.84,219.44,"No. 15-56450 D.C. No. 
2:15-cv-00870-
PA-AJW"
packet_1,DOC005,https://cases.justia.com/federal/appellate-courts/ca9/15-56450/15-56450-2017-11-01.pdf?ts=1509555722,1,4,P001.B04,DOC005[P001.B04],1,7,59.04,203.28,242.04,233.24,"Plaintiffs-Appellants ,"
packet_1,DOC005,https://cases.justia.com/federal/appellate-courts/ca9/15-56450/15-56450-2017-11-01.pdf?ts=1509555722,1,5,P001.B05,DOC005[P001.B05],1,3,272.88,217.08,325.2,260.84,OPINION
packet_1,DOC005,https://cases.justia.com/federal/appellate-courts/ca9/15-56450/15-56450-2017-11-01.pdf?ts=1509555722,1,6,P001.B06,DOC005[P001.B06],49,87,59.04,230.88,308.64,489.8,"v. 
A CERCHEM  I NTERNATIONAL , I NC ., an 
entity of unknown origin, Defendant , and 
A CERCHEM  UK L IMITED , a United 
Kingdom limited company, Defendant-Appellee. Appeal from the United States District Court for the Central District of California 
Percy Anderson, District Judge, Presiding Argued and Submitted April 3, 2017"
packet_1,DOC005,https://cases.justia.com/federal/appellate-courts/ca9/15-56450/15-56450-2017-11-01.pdf?ts=1509555722,1,7,P001.B07,DOC005[P001.B07],6,12,139.32,487.44,259.68,531.2,"Pasadena, California Filed November 1, 2017"
packet_1,DOC005,https://cases.justia.com/federal/appellate-courts/ca9/15-56450/15-56450-2017-11-01.pdf?ts=1509555722,2,1,P002.B01,DOC005[P002.B01],30,61,54.0,34.44,341.16,121.04,"2 
A XIOM  F OODS V . A CERCHEM  UK Before:  DAVID M. EBEL, *  MILAN D. SMITH, JR., and 
N. RANDY SMITH, Circuit Judges. Opinion by Judge Milan D. Smith, Jr."
packet_1,DOC005,https://cases.justia.com/federal/appellate-courts/ca9/15-56450/15-56450-2017-11-01.pdf?ts=1509555722,2,2,P002.B02,DOC005[P002.B02],1,2,161.76,118.8,236.25,164.74,SUMMARY **
packet_1,DOC005,https://cases.justia.com/federal/appellate-courts/ca9/15-56450/15-56450-2017-11-01.pdf?ts=1509555722,2,3,P002.B03,DOC005[P002.B03],99,123,54.0,192.17,345.0,546.66,"Personal Jurisdiction The panel affirmed the dismissal of a copyright infringement action for lack of personal jurisdiction over a defendant United Kingdom limited company. Applying the “effects” test, the panel concluded that the nonresident defendant committed an intentional act by adding plaintiffs’ logos to a newsletter and sending it to a list of recipients. The defendant did not, however, expressly aim its intentional act at the forum state of California. Following Walden v. Fiore , 134 S. Ct. 1115 (2014), the panel held that while a theory of individualized targeting may remain relevant to the minimum contacts inquiry, it will"
