packet_id,doc_id,source_url,page_number,block_number,excerpt_id,citation_token,word_count,token_count,x0,y0,x1,y1,text
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,1,1,P001.B01,DOC003.P001.B01,11,19,70.44,56.12,325.99,114.14,FOR PUBLICATION UNITED STATES COURT OF APPEALS FOR THE NINTH CIRCUIT
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,1,2,P001.B02,DOC003.P001.B02,57,96,59.04,149.43,220.04,299.43,"J UNE  N EWIRTH , by and through
her Guardian ad Litem, Frederick
J. Newirth, on her own behalf
and on behalf of others similarly
situated; E LIZABETH  B ARBER ;
A NDREW  B ARDIN ; T HOMAS
B ARDIN , as successors-in-interest
to the Estate of Margaret Pierce;
on their own behalves and on
behalf of others similarly
situated,"
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,1,3,P001.B03,DOC003.P001.B03,8,22,240.06,149.43,337.38,202.83,"No. 17-17227 D.C. No.
4:16-cv-03991-JSW"
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,1,4,P001.B04,DOC003.P001.B04,1,3,264.12,232.23,313.44,244.23,OPINION
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,1,5,P001.B05,DOC003.P001.B05,13,36,59.04,301.23,220.68,396.03,"Plaintiffs-Appellees , v. A EGIS  S ENIOR  C OMMUNITIES ,
LLC, DBA Aegis Living, Defendant-Appellant."
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,2,1,P002.B01,DOC003.P002.B01,35,57,54.0,56.07,305.47,149.97,"N EWIRTH V . A EGIS  S ENIOR  C OMMUNITIES
2 Appeal from the United States District Court for the Northern District of California
Jeffrey S. White, District Judge, Presiding Argued and Submitted May 14, 2019"
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,2,2,P002.B02,DOC003.P002.B02,27,47,62.94,151.77,332.78,260.37,"San Francisco, California Filed July 24, 2019 Before:  J. Clifford Wallace and Sandra S. Ikuta, Circuit Judges, and Donald W. Molloy, *  District Judge. Opinion by Judge Ikuta"
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,2,3,P002.B03,DOC003.P002.B03,1,2,162.48,289.8,233.46,302.72,SUMMARY **
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,2,4,P002.B04,DOC003.P002.B04,1,3,166.8,333.02,229.04,345.02,Arbitration
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,2,5,P002.B05,DOC003.P002.B05,32,44,54.0,360.57,341.93,413.97,"The panel affirmed the district court’s order denying
Aegis Senior Communities, LLC’s motion to compel
arbitration in a class action alleging that Aegis engaged in a
scheme to defraud seniors."
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,2,6,P002.B06,DOC003.P002.B06,28,33,54.0,429.57,341.89,469.17,"The panel applied a federal law standard for determining
whether the arbitration agreement was waived.  Under federal
law, a party seeking to prove that the right to compel"
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,2,7,P002.B07,DOC003.P002.B07,41,57,54.0,500.95,341.84,558.21,"*  The Honorable Donald W. Molloy, United States District Judge for
the District of Montana, sitting by designation. **  This summary constitutes no part of the opinion of the court.  It has
been prepared by court staff for the convenience of the reader."
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,3,1,P003.B01,DOC003.P003.B01,64,111,54.0,56.07,342.0,163.77,"N EWIRTH V . A EGIS  S ENIOR  C OMMUNITIES
3 arbitration has been waived must carry the burden of
demonstrating: (1) knowledge of an existing right to compel
arbitration; (2) intentional acts inconsistent with that existing
right; and (3) prejudice to the person opposing arbitration
from such inconsistent acts.   Fisher v. A.G. Becker Paribas
Inc. , 791 F.2d 691, 694 (9th Cir. 1986)."
packet_2,DOC003,https://cdn.ca9.uscourts.gov/datastore/opinions/2019/07/24/17-17227.pdf,3,2,P003.B02,DOC003.P003.B02,65,88,54.0,179.37,341.98,274.17,"The panel held that because Aegis knew of its right to
compel arbitration, but made an intentional decision not to
compel arbitration in order to take advantage of the judicial
forum, and because the plaintiffs were prejudiced by
incurring costs in defending against Aegis’s motion to
dismiss plaintiffs’ complaint, the district court did not err in
concluding that Aegis waived its right to arbitrate."
