packet_id,doc_id,source_url,page_number,block_number,excerpt_id,citation_token,word_count,token_count,x0,y0,x1,y1,text
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,1,1,P001.B01,DOC005[P001.B01],11,19,70.8,56.06,325.29,114.14,FOR PUBLICATION UNITED STATES COURT OF APPEALS FOR THE NINTH CIRCUIT
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,1,2,P001.B02,DOC005[P001.B02],19,29,59.04,149.37,229.81,188.97,"M ICHELLE  R ICHARDS , on behalf of
herself and others similarly situated
and on behalf of the general public,"
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,1,3,P001.B03,DOC005[P001.B03],8,21,260.52,149.37,335.17,202.77,"No. 11-17530 D.C. No.
5:05-cv-04867-"
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,1,4,P001.B04,DOC005[P001.B04],1,7,150.36,190.77,238.68,202.77,"Plaintiff-Appellee ,"
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,1,5,P001.B05,DOC005[P001.B05],1,2,282.72,204.57,312.72,216.57,RMW
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,1,6,P001.B06,DOC005[P001.B06],1,2,144.36,218.37,153.3,230.37,v.
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,1,7,P001.B07,DOC005[P001.B07],5,11,59.04,245.97,170.65,257.97,"E RNST  & Y OUNG , LLP,"
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,1,8,P001.B08,DOC005[P001.B08],1,3,273.36,245.97,322.13,257.97,OPINION
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,1,9,P001.B09,DOC005[P001.B09],1,5,135.12,259.77,238.68,271.77,Defendant-Appellant .
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,1,10,P001.B10,DOC005[P001.B10],48,82,81.36,304.05,314.52,481.65,"Appeal from the United States District Court for the Northern District of California
Jeremy D. Fogel, District Judge, Presiding Argued and Submitted
June 14, 2013—San Francisco, California Filed August 21, 2013 Before: Mary M. Schroeder, Kenneth F. Ripple, * and Consuelo M. Callahan, Circuit Judges. Per Curiam Opinion"
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,1,11,P001.B11,DOC005[P001.B11],22,30,54.0,535.81,341.66,558.21,"*  The Honorable Kenneth F. Ripple, Senior Circuit Judge for the U.S.
Court of Appeals for the Seventh Circuit, sitting by designation."
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,2,1,P002.B01,DOC005[P002.B01],9,18,54.0,56.01,284.47,68.01,"R ICHARDS V . E RNST  & Y OUNG , LLP
2"
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,2,2,P002.B02,DOC005[P002.B02],1,2,162.48,81.96,233.4,94.82,SUMMARY **
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,2,3,P002.B03,DOC005[P002.B03],1,3,168.36,125.06,227.69,137.06,Arbitration
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,2,4,P002.B04,DOC005[P002.B04],29,33,54.0,152.61,342.04,192.21,"The panel reversed the district court’s denial of Ernst &
Young, LLP’s motion to compel arbitration of state wage and
hour claims asserted by the former employee plaintiff."
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,2,5,P002.B05,DOC005[P002.B05],70,84,54.0,207.81,345.02,302.61,"The district court determined that Ernst & Young had
waived its right to arbitration by failing to assert that right as
a defense in an action brought by two former employees,
whose action had been consolidated with that of the plaintiff. 
The panel reversed the district court’s judgment because the
plaintiff had not established any prejudice as a result of Ernst
& Yong’s alleged delay in asserting its arbitral rights."
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,2,6,P002.B06,DOC005[P002.B06],1,2,168.96,333.02,226.97,345.02,COUNSEL
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,2,7,P002.B07,DOC005[P002.B07],41,89,54.0,360.57,342.04,455.37,"Rex S. Heinke, Gregory William Knopp, and Katharine Jane
Galston, Akin Gump Strauss Hauer & Feld LLP, Los
Angeles, California, for Defendant-Appellant. Max Folkenflik, Folkenflik & McGerity, New York, New
York; H. Tim Hoffman, Arthur William Lazear, and Ross L.
Libenson, for Plaintiffs-Appellees."
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,2,8,P002.B08,DOC005[P002.B08],24,30,54.0,535.81,341.84,558.21,"**  This summary constitutes no part of the opinion of the court.  It has
been prepared by court staff for the convenience of the reader."
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,3,1,P003.B01,DOC005[P003.B01],97,128,54.0,56.01,342.02,494.97,"R ICHARDS V . E RNST & Y OUNG , LLP 3 OPINION PER CURIAM: Defendant Ernst & Young, LLP appeals the district court’s denial of its motion to compel arbitration of state wage and hour claims asserted by its former employee, Michelle Richards. 1 The defendant filed the motion after the Supreme Court’s decision in AT&T Mobility LLC v. Concepcion , 131 S. Ct. 1740 (2011). The district court determined that Ernst & Young had waived its right to arbitration by failing to assert that right as a defense in an action brought by two other former employees, David"
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,3,2,P003.B02,DOC005[P003.B02],101,140,54.0,56.01,342.02,494.97,"Ho and Sarah Fernandez, whose action had been consolidated with that of Ms. Richards. Because Ms. Richards has not established any prejudice as a result of Ernst & Young’s alleged delay in asserting its arbitral rights, we reverse the judgment of the district court. 2 “Waiver of a contractual right to arbitration is not favored,” and, therefore, “any party arguing waiver of arbitration bears a heavy burden of proof.” Fisher v. A.G. Becker Paribas Inc. , 791 F.2d 691, 694 (9th Cir. 1986) (quotation marks omitted). Specifically, “[a] party seeking to prove waiver of a right to arbitration must demonstrate:"
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,3,3,P003.B03,DOC005[P003.B03],47,62,54.0,56.01,342.02,494.97,"(1) knowledge of an existing right to compel arbitration; (2) acts inconsistent with that existing right; and (3) prejudice to the party opposing arbitration resulting from such inconsistent acts.” Id. “Where, as here, the concern is whether the undisputed facts of defendant’s pretrial participation in the"
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,3,4,P003.B04,DOC005[P003.B04],28,44,54.0,523.81,321.09,558.21,1  The district court’s jurisdiction was based on 28 U.S.C. § 1332. 2  Our jurisdiction is based on 9 U.S.C. § 16(a)(1)(B).
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,4,1,P004.B01,DOC005[P004.B01],33,53,54.0,56.01,344.99,122.37,"R ICHARDS V . E RNST  & Y OUNG , LLP
4 litigation satisfy the standard for waiver, the question of
waiver of arbitration is one of law which we review  de novo .” 
Id.  at 693."
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,4,2,P004.B02,DOC005[P004.B02],105,145,54.0,137.97,344.94,370.77,"Ms. Richards argues that she was prejudiced because there was litigation on the merits, and, as a result, some of her claims were dismissed. We cannot accept this argument. One of Ms. Richards’ claims—Ernst & Young’s failure to provide meal and rest breaks—was dismissed without prejudice, which is not a decision on the merits. See Oscar v. Alaska Dep’t of Educ. & Early Dev. , 541 F.3d 978, 981 (9th Cir. 2008). The other claim on which the district court ruled—Ms. Richards’s claim for injunctive relief—was resolved by the district court on the basis of standing: Ms. Richards, as a"
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,4,3,P004.B03,DOC005[P004.B03],58,89,54.0,137.97,344.94,370.77,"former employee, could not benefit from prospective relief and therefore did not have standing to assert that claim. We previously have observed that “[t]he jurisdictional question of standing precedes, and does not require, analysis of the merits.” Equity Lifestyle Props., Inc. v. Cnty. of San Luis Obispo , 548 F.3d 1184, 1189 n.10 (9th Cir. 2008)."
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,4,4,P004.B04,DOC005[P004.B04],119,202,54.0,386.37,342.16,550.17,"Ms. Richards also maintains that she was prejudiced
because Ernst & Young conducted discovery that caused her
to incur expenses during the years of litigation prior to the
motion to compel.  Ms. Richards does not contend, however,
that Ernst & Young used discovery “to gain information
about the other side’s case that could not have been gained in
arbitration.”   Saint Agnes Med. Ctr. v. PacifiCare of Cal. ,
31 Cal. 4th 1187, 1204, 8 Cal. Rptr. 3d 517, 530, 82 P.3d 727,
738 (Cal. 2003) (noting that courts have found prejudice in
such circumstances).  Moreover, in  Fisher , we rejected the
notion that “self-inflicted” expenses could be evidence of
prejudice.  791 F.2d at 698.  Like the plaintiffs in  Fisher , Ms."
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,5,1,P005.B01,DOC005[P005.B01],54,85,54.0,56.01,342.0,149.97,"R ICHARDS V . E RNST  & Y OUNG , LLP
5 Richards was a “part[y] to an agreement making arbitration
of disputes mandatory,” and therefore “[a]ny extra expense
incurred as a result of [Ms. Richards’s] deliberate choice of
an improper forum, in contravention of their contract, cannot
be charged to” Ernst & Young.   Id."
packet_2,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2013/08/21/11-17530.pdf,5,2,P005.B02,DOC005[P005.B02],103,144,54.0,165.57,345.0,425.97,"Alternatively, Ms. Richards urges that we may rely on the decision of the National Labor Relations Board (“NLRB”) decision in D.R. Horton , 357 N.L.R.B. No. 184, 2012 WL 36274 (Jan. 3, 2012), to affirm the district court’s judgment. We decline to do so. Ms. Richards failed to raise the argument that her arbitration agreement with Ernst & Young was unenforceable under the National Labor Relations Act (“NLRA”) until after the parties had briefed, and the district court had denied, Ernst & Young’s motion to compel. “We apply a ‘general rule’ against entertaining arguments on appeal that were not presented"
