packet_id,doc_id,source_url,page_number,block_number,excerpt_id,citation_token,word_count,token_count,x0,y0,x1,y1,text
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,1,1,P001.B01,DOC005[P001.B01],11,19,70.02,52.55,329.47,115.34,FOR PUBLICATION UNITED STATES COURT OF APPEALS FOR THE NINTH CIRCUIT
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,1,2,P001.B02,DOC005[P001.B02],5,12,59.04,148.32,160.26,164.48,"S ERGIO  L. R AMIREZ ,"
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,1,3,P001.B03,DOC005[P001.B03],2,7,228.9,148.32,325.2,164.48,No. 17-17244
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,1,4,P001.B04,DOC005[P001.B04],1,7,59.04,162.12,223.26,192.08,"Plaintiff-Appellee ,"
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,1,5,P001.B05,DOC005[P001.B05],6,16,241.86,162.12,338.88,205.88,"D.C. No. 
3:12-cv-00632-JSC"
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,1,6,P001.B06,DOC005[P001.B06],6,12,59.04,189.72,155.16,233.48,"v. 
T RANS U NION  LLC,"
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,1,7,P001.B07,DOC005[P001.B07],1,3,264.18,203.52,316.5,247.28,OPINION
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,1,8,P001.B08,DOC005[P001.B08],58,103,54.0,231.32,331.8,490.04,"Defendant-Appellant. Appeal from the United States District Court for the Northern District of California 
Jacqueline Scott Corley, Magistrate Judge, Presiding Argued and Submitted February 14, 2019 San Francisco, California Filed February 27, 2020 Before:  M. Margaret McKeown, William A. Fletcher, and Mary H. Murguia, Circuit Judges. Opinion by Judge Murguia; 
Partial Concurrence and Partial Dissent by 
Judge McKeown"
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,2,1,P002.B01,DOC005[P002.B01],8,14,54.0,34.74,263.04,66.2,"2 
R AMIREZ V . T RANS U NION"
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,2,2,P002.B02,DOC005[P002.B02],43,50,54.0,63.52,345.0,188.3,"SUMMARY * Fair Credit Reporting Act The panel affirmed in part and reversed and vacated in 
part the district court’s judgment against credit reporting 
agency TransUnion LLC following a jury trial in a consumer 
class action brought under the Fair Credit Reporting Act."
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,2,3,P002.B03,DOC005[P002.B03],114,166,54.0,197.94,348.0,379.7,"TransUnion, aware that its practice was unlawful, 
incorrectly placed terrorist alerts on the front page of the 
consumers’ credit reports and subsequently sent the 
consumers confusing and incomplete information about the 
alerts and how to get them removed.  The jury assessed 
$60 million in damages for three FCRA violations:  
(1) willful failure to follow reasonable procedures to assure 
accuracy of the terrorist alerts in violation of 15 U.S.C. 
§ 1681e(b); (2) willful failure to disclose to the class 
members their entire credit reports by excluding the alerts 
from the reports in violation of § 1681g(a)(1); and (3) willful 
failure to provide a summary of rights in violation of 
§ 1681g(c)(2)."
packet_3,DOC005,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/27/17-17244.pdf,2,4,P002.B04,DOC005[P002.B04],102,132,54.0,389.34,345.0,546.92,"Affirming in part, the panel held that every member of a 
class certified under Fed. R. Civ. P. 23, rather than only the 
class representative, must satisfy the basic requirements of 
Article III standing at the final stage of a money damages 
suit when class members are to be awarded individual 
monetary damages.  The panel concluded that each of the 
8,185 class members had standing on each of the class 
claims because TransUnion’s reckless handling of *  This summary constitutes no part of the opinion of the court.  It 
has been prepared by court staff for the convenience of the reader."
